Year,Week,Date,Percent of Deaths Due to Pneumonia and Influenza (P&I),"Percent of Deaths Due to Pneumonia, Influenza or COVID-19 (PIC)",Expected,Threshold,All Deaths,Pneumonia Deaths,Influenza Deaths,COVID-19 Deaths,"Pneumonia, Influenza or COVID-19 Deaths (PIC)"
2020,15,4/6/2020,15.78420693,26.82593165,6.54438,6.84759,78946,11988,473,16306,21178
2020,16,4/13/2020,15.21311133,27.8289894,6.46086,6.76407,76697,11405,263,17201,21344
2020,17,4/20/2020,14.24892239,26.1948654,6.37013,6.67334,73774,10369,143,15525,19325
2020,18,4/27/2020,13.00212486,24.0774201,6.27354,6.57675,69181,8929,66,13199,16657
2020,19,5/4/2020,11.80200573,21.54132126,6.17249,6.4757,66709,7825,48,11223,14370
2020,20,5/11/2020,10.56072299,18.98631966,6.06845,6.37166,64399,6779,22,9229,12227
2020,21,5/18/2020,9.619635891,16.51657997,5.96294,6.26615,61520,5894,24,7228,10161
2020,22,5/25/2020,8.856447689,15.02810639,5.8575,6.16071,59595,5266,12,6160,8956
2020,23,6/1/2020,8.342969866,13.26270322,5.75368,6.05689,58804,4895,11,5046,7799
2020,24,6/8/2020,7.855662983,11.93024862,5.65297,5.95618,57920,4539,11,4227,6910
2020,25,6/15/2020,7.548701299,11.41717325,5.55687,5.86008,57904,4363,8,3844,6611
2020,26,6/22/2020,7.334908892,11.2190026,5.46676,5.76997,58392,4271,12,3835,6551
2020,27,6/29/2020,7.642960035,11.88737396,5.38396,5.68717,59702,4559,4,4540,7097
2020,28,7/6/2020,8.972491909,13.91585761,5.30969,5.6129,61800,5535,10,5770,8600
2020,29,7/13/2020,9.833645513,15.73859488,5.24504,5.54824,62998,6182,13,7166,9915
2020,30,7/20/2020,10.56735598,17.20938212,5.19094,5.49415,64122,6765,11,8229,11035
2020,31,7/27/2020,10.68760624,17.24552019,5.14819,5.4514,64121,6840,13,8285,11058
2020,32,8/3/2020,10.71945388,16.81294828,5.11744,5.42064,63576,6805,10,7848,10689
2020,33,8/10/2020,10.25491647,15.87756452,5.09912,5.40233,63511,6508,5,7248,10084
2020,34,8/17/2020,9.577194106,14.63164638,5.09352,5.39673,62440,5968,12,6375,9136
2020,35,8/24/2020,9.106264349,13.78156773,5.10073,5.40394,60980,5541,12,5739,8404
2020,36,8/31/2020,8.670126069,12.83804012,5.12067,5.42388,60126,5204,9,5010,7719
2020,37,9/7/2020,8.310942433,12.21199704,5.15304,5.45625,59548,4942,7,4618,7272
2020,38,9/14/2020,8.009993628,11.74083638,5.19739,5.5006,59638,4772,5,4273,7002
2020,39,9/21/2020,8.15952137,11.76246984,5.2531,5.55631,60506,4933,4,4296,7117
2020,40,9/28/2020,8.100549303,11.78657556,5.31937,5.62257,59712,4829,8,4240,7038
2020,41,10/5/2020,8.428460241,12.39460371,5.39524,5.69845,61672,5186,12,4813,7644
2020,42,10/12/2020,8.650238815,13.16211347,5.47963,5.78284,60507,5218,16,5195,7964
2020,43,10/19/2020,9.116969707,14.33011773,5.57134,5.87455,62093,5646,15,5990,8898
2020,44,10/26/2020,9.73676315,15.674199,5.66903,5.97224,63327,6145,21,7019,9926
2020,45,11/2/2020,10.53903043,17.44549672,5.77132,6.07453,67473,7090,21,8754,11771
2020,46,11/9/2020,11.75631829,19.90571666,5.87673,6.17994,68729,8060,20,10644,13681
2020,47,11/16/2020,13.20818015,23.00842897,5.98374,6.28695,71539,9419,30,13343,16460
2020,48,11/23/2020,14.33685879,25.40242136,6.09082,6.39403,73182,10465,27,15615,18590
2020,49,11/30/2020,15.66612747,28.14105468,6.19643,6.49964,77275,12071,35,18545,21746
2020,50,12/7/2020,16.24460977,29.5293241,6.29904,6.60225,81861,13269,29,20913,24173
2020,51,12/14/2020,17.30072464,30.93115942,6.39719,6.7004,82800,14293,32,22313,25611
2020,52,12/21/2020,17.72178951,31.69286664,6.48947,6.79268,84224,14894,32,23363,26693
2020,53,12/28/2020,18.5129752,32.54507357,6.57454,6.87775,86858,16037,43,24842,28268
2021,1,1/4/2021,19.37206519,33.79292883,6.65119,6.9544,86888,16800,32,25973,29362
2021,2,1/11/2021,19.39540536,33.32148753,6.71832,7.02153,87232,16883,36,25687,29067
2021,3,1/18/2021,18.92289829,32.21968183,6.77497,7.07818,83539,15777,31,23683,26916
2021,4,1/25/2021,17.54057507,29.57078342,6.82033,7.12354,79051,13832,34,20321,23376
2021,5,2/1/2021,16.09037328,26.36018337,6.85375,7.15696,76350,12257,28,17032,20126
2021,6,2/8/2021,14.324737,23.07563002,6.87477,7.17797,71387,10202,24,13518,16473
2021,7,2/15/2021,12.88109207,20.00634253,6.88308,7.18629,69373,8921,15,10806,13879
2021,8,2/22/2021,11.31509029,17.38693166,6.87858,7.18179,66619,7520,18,8653,11583
2021,9,3/1/2021,10.38881374,15.24269401,6.86135,7.16456,63578,6579,26,6731,9691
2021,10,3/8/2021,9.363411119,13.73257113,6.83165,7.13486,61751,5769,13,5724,8480
2021,11,3/15/2021,8.817329239,12.72138767,6.78991,7.09312,60245,5306,6,4892,7664
2021,12,3/22/2021,8.408551851,11.93174331,6.73676,7.03997,60712,5088,17,4460,7244
2021,13,3/29/2021,8.151069679,11.68706995,6.67298,6.97619,58569,4757,17,4197,6845
2021,14,4/5/2021,8.158136785,11.57282702,6.59949,6.9027,60884,4955,12,4313,7046
2021,15,4/12/2021,8.40223653,11.94340901,6.51739,6.8206,59020,4952,7,4449,7049
2021,16,4/19/2021,8.540741849,12.11199229,6.42786,6.73107,60147,5122,15,4599,7285
2021,17,4/26/2021,8.174172363,11.42943305,6.33221,6.63542,59688,4873,6,4164,6822
2021,18,5/3/2021,8.115129903,11.26337239,6.23185,6.53506,58890,4770,9,4006,6633
2021,19,5/10/2021,7.781053931,10.62844996,6.12823,6.43144,58334,4529,10,3678,6200
2021,20,5/17/2021,7.435831841,9.92069583,6.02287,6.32608,58635,4351,9,3237,5817
2021,21,5/24/2021,7.029502237,9.177502796,5.91731,6.22052,57216,4017,5,2770,5251
2021,22,5/31/2021,6.784300734,8.562760449,5.81308,6.11629,57353,3883,8,2347,4911
2021,23,6/7/2021,6.585849371,8.199856143,5.71171,6.01492,57001,3748,6,2034,4674
2021,24,6/14/2021,6.48268133,7.887087171,5.61468,5.91789,57106,3691,11,1776,4504
2021,25,6/21/2021,6.134061482,7.501101031,5.5234,5.82661,56765,3474,8,1632,4258
2021,26,6/28/2021,5.907356758,7.14771005,5.43921,5.74242,57403,3384,7,1542,4103
2021,27,7/5/2021,6.234772397,7.545880002,5.36333,5.66654,57051,3554,3,1645,4305
2021,28,7/12/2021,6.73139272,8.319167207,5.29688,5.60009,57061,3833,8,1990,4747
2021,29,7/19/2021,7.266430053,9.341083278,5.24083,5.54404,58323,4229,9,2760,5448
2021,30,7/26/2021,8.480941145,11.42201987,5.19601,5.49922,60182,5094,10,4105,6874
2021,31,8/2/2021,10.28898462,14.58759159,5.16307,5.46628,63602,6533,11,6481,9278
2021,32,8/9/2021,12.71232057,18.3687201,5.14251,5.44572,66880,8491,11,9405,12285
2021,33,8/16/2021,14.57527575,21.64159863,5.13463,5.43784,69810,10164,11,12179,15108
2021,34,8/23/2021,15.99861063,23.79715179,5.13956,5.44276,71975,11499,16,14170,17128
2021,35,8/30/2021,16.83526012,25.01090632,5.15723,5.46044,73352,12317,32,15490,18346
2021,36,9/6/2021,16.77337792,24.9581991,5.18741,5.49062,73563,12324,15,15413,18360
2021,37,9/13/2021,16.66438806,24.96445368,5.22966,5.53287,73144,12172,17,15208,18260
2021,38,9/20/2021,16.00633034,24.07890718,5.2834,5.58661,72034,11512,18,14347,17345
2021,39,9/27/2021,15.03434134,22.21301459,5.34784,5.65105,71197,10685,19,12828,15815
2021,40,10/4/2021,14.15563514,20.55561194,5.42208,5.72528,68969,9743,20,11177,14177
2021,41,10/11/2021,13.14704399,19.08279197,5.50503,5.80824,67422,8853,11,9878,12866
2021,42,10/18/2021,12.35748547,17.78013538,5.59553,5.89873,66923,8255,15,8941,11899
2021,43,10/25/2021,11.76550414,16.6357564,5.69225,5.99546,66321,7789,14,7959,11033
2021,44,11/1/2021,10.99213451,15.61367362,5.79383,6.09704,66493,7302,7,7287,10382
2021,45,11/8/2021,10.74075725,15.26224322,5.89879,6.202,67323,7205,26,7159,10275
2021,46,11/15/2021,10.98605041,15.71424295,6.00563,6.30884,66812,7324,16,7309,10499
2021,47,11/22/2021,11.21940431,16.36832793,6.11281,6.41602,67820,7590,19,7886,11101
2021,48,11/29/2021,11.9407035,17.35764985,6.21879,6.522,70021,8324,37,8781,12154
2021,49,12/6/2021,12.56233938,18.35382371,6.32205,6.62526,71985,8987,56,9734,13212
2021,50,12/13/2021,13.15190514,19.17921771,6.4211,6.72431,71176,9303,58,10249,13651
2021,51,12/20/2021,13.17584429,19.43658848,6.51452,6.81773,72132,9418,86,10455,14020
2021,52,12/27/2021,13.7378255,20.75087899,6.60097,6.90418,74233,10046,152,11671,15404
2022,1,1/3/2022,15.05646488,23.90116447,6.67921,6.98242,79607,11798,188,15113,19027
2022,2,1/10/2022,16.09892894,26.84725872,6.74812,7.05133,84869,13521,142,19068,22785
2022,3,1/17/2022,17.02538761,29.17583962,6.8067,7.10991,85396,14390,149,21315,24915
2022,4,1/24/2022,16.8892084,28.75796967,6.85413,7.15734,84853,14238,93,20941,24402
2022,5,1/31/2022,16.41354275,27.33367906,6.88973,7.19294,80988,13205,88,18729,22137
2022,6,2/7/2022,14.50253609,23.95370009,6.91298,7.21619,76890,11066,85,15288,18418
2022,7,2/14/2022,12.99425434,20.69429113,6.92358,7.22679,70662,9115,67,11538,14623
2022,8,2/21/2022,11.15818566,17.26420968,6.92137,7.22458,65853,7283,65,8277,11369
2022,9,2/28/2022,9.589744388,14.17303234,6.9064,7.20961,64277,6102,62,6033,9110
2022,10,3/7/2022,7.91623444,11.7219917,6.8789,7.18211,61696,4819,65,4392,7232
2022,11,3/14/2022,7.388094292,10.14600715,6.83927,7.14248,60408,4399,64,3119,6129
2022,12,3/21/2022,6.881558451,9.288392078,6.78811,7.09132,58417,3936,84,2502,5426
2022,13,3/28/2022,6.357792141,8.352054747,6.72616,7.02937,57866,3604,75,1906,4833
2022,14,4/4/2022,5.94004409,7.667204777,6.65433,6.95754,57609,3327,95,1549,4417
2022,15,4/11/2022,6.06265612,7.62038579,6.57368,6.87689,57648,3401,94,1406,4393
2022,16,4/18/2022,6.02462854,7.545803078,6.48538,6.78859,56601,3305,105,1346,4271
2022,17,4/25/2022,5.954918749,7.571203914,6.39073,6.69394,57230,3313,95,1425,4333
2022,18,5/2/2022,5.805530403,7.466740963,6.2911,6.59431,57428,3252,82,1433,4288
2022,19,5/9/2022,6.013698156,7.945622471,6.18796,6.49117,57818,3379,98,1668,4594
2022,20,5/16/2022,6.252605976,8.335649757,6.0828,6.38601,57560,3511,88,1742,4798
2022,21,5/23/2022,6.049921942,8.237295866,5.97716,6.28037,57009,3366,83,1938,4696
2022,22,5/30/2022,6.275546588,8.58191432,5.87258,6.17579,57493,3525,83,2001,4934
2022,23,6/6/2022,6.192308356,8.581928605,5.77059,6.0738,57959,3518,71,2132,4974
2022,24,6/13/2022,6.305931322,8.766909469,5.67268,5.97589,57660,3561,75,2190,5055
2022,25,6/20/2022,6.082474227,8.670103093,5.58027,5.88348,58200,3505,35,2321,5046
2022,26,6/27/2022,6.065833966,8.758884825,5.49472,5.79793,57964,3476,40,2416,5077
2022,27,7/4/2022,6.239451659,9.093100954,5.41727,5.72048,58066,3588,35,2583,5280
2022,28,7/11/2022,6.181556443,9.519973951,5.34906,5.65227,58351,3589,18,2922,5555
2022,29,7/18/2022,6.410643075,9.997989344,5.29109,5.5943,59682,3802,24,3216,5967
2022,30,7/25/2022,6.533742331,10.30163599,5.24421,5.54742,58680,3811,23,3389,6045
2022,31,8/1/2022,6.458379146,10.2018032,5.20911,5.51232,59117,3802,16,3360,6031
2022,32,8/8/2022,6.588504726,10.17073713,5.18631,5.48952,58511,3840,15,3278,5951
2022,33,8/15/2022,6.4208704,9.898699028,5.17615,5.47935,58341,3727,19,3156,5775
2022,34,8/22/2022,6.362542955,9.733676976,5.17878,5.48199,58200,3689,14,3037,5665
2022,35,8/29/2022,6.169390993,9.431684944,5.19419,5.4974,57996,3566,12,2915,5470
2022,36,9/5/2022,6.175451769,9.347644319,5.22216,5.52537,58603,3601,18,2795,5478
2022,37,9/12/2022,6.197323609,9.035398535,5.2623,5.56551,58138,3586,17,2500,5253
2022,38,9/19/2022,6.135460884,9.004585827,5.31404,5.61725,58659,3579,20,2540,5282
2022,39,9/26/2022,6.137184116,8.753229422,5.37663,5.67984,58447,3563,24,2366,5116
2022,40,10/3/2022,5.984731284,8.429743728,5.44919,5.7524,59468,3531,28,2183,5013
2022,41,10/10/2022,6.047595888,8.499505258,5.53067,5.83388,59627,3550,56,2142,5068
2022,42,10/17/2022,6.449568973,8.852316876,5.61991,5.92312,59973,3813,55,2182,5309
2022,43,10/24/2022,6.244158099,8.696087595,5.71563,6.01884,59912,3648,93,2230,5210
2022,44,10/31/2022,6.43757084,8.834206679,5.81644,6.11965,60877,3763,156,2235,5378
2022,45,11/7/2022,6.659871439,9.073273382,5.92091,6.22412,60827,3829,222,2178,5519
2022,46,11/14/2022,6.809272062,9.226514843,6.02752,6.33073,61475,3930,256,2239,5672
2022,47,11/21/2022,7.29881666,9.785073144,6.13475,6.43796,64394,4280,420,2478,6301
2022,48,11/28/2022,8.332189012,10.81002731,6.24106,6.54427,65541,4619,842,2565,7085
2022,49,12/5/2022,8.928705188,11.73914998,6.34492,6.64813,66751,4945,1015,3002,7836
2022,50,12/12/2022,8.984753146,11.97210794,6.44483,6.74804,66112,4902,1038,3150,7915
2022,51,12/19/2022,8.692050531,11.70675424,6.53936,6.84257,67602,4938,938,3273,7914
2022,52,12/26/2022,9.1042079,12.37415025,6.62715,6.93036,69726,5374,974,3622,8628
2023,1,1/2/2023,9.214024836,12.68517166,6.70694,7.01015,68450,5434,873,3855,8683
2023,2,1/9/2023,8.710663604,12.10397433,6.77759,7.0808,65747,5112,615,3674,7958
2023,3,1/16/2023,8.363109761,11.3822034,6.83808,7.14129,63529,4929,384,3217,7231
2023,4,1/23/2023,7.722226724,10.64419415,6.88756,7.19077,61705,4498,267,2886,6568
2023,5,1/30/2023,7.287436292,9.970067147,6.92531,7.22852,61805,4364,140,2619,6162
2023,6,2/6/2023,7.055914186,9.366669878,6.9508,7.25401,62274,4285,109,2339,5833
2023,7,2/13/2023,6.756913492,8.912564413,6.96367,7.26688,60353,3964,114,2065,5379
2023,8,2/20/2023,6.728430033,8.897923818,6.96375,7.26696,60014,3966,72,2102,5340
2023,9,2/27/2023,6.638584956,8.691631993,6.95105,7.25426,58401,3821,56,1911,5076
2023,10,3/6/2023,6.527750522,8.511587248,6.92576,7.22897,56053,3607,52,1741,4771
2023,11,3/13/2023,6.319228316,8.254238271,6.88826,7.19147,51731,3222,47,1512,4270
2023,12,3/20/2023,6.314087871,8.118802326,6.83911,7.14232,41447,2581,36,1164,3365
2023,13,3/27/2023,6.133971724,7.904602737,6.77902,7.08223,22139,1339,19,572,1750
